TrackingID	DateOrderTaken	CallNum/MSSNum	BibID	Collection	PatronName	Project	Deadline	PagesToDig	TotalNumImages	StorageFolder	SentSCETI	SCETIReceived	ReturnedSCETI	SCCReturned	MetadataComplete	MetadataBy	ImagingComplete	ImagingBy	ProcessingComplete	ProcessingBy	ProofPubl	ProofPublBy	ConditionNotes	NotesInstructions	RemovedProject	NumFoldouts	QA Failure	QA Pass
3868		1941_03				Daily Pennsylvanian			90								12/31/1899		9/19/2014	KL				Location:/Volumes/comet/1941_03_ | PDF Created:N	0		0	1
3869		1941_04				Daily Pennsylvanian			72								9/23/2014	Craig Taylor	10/1/2014	KL				"Location:/Volumes/dailypennsylvanian/Sessions/DP1941/1941_04_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/23/2014): now re-shot. Please process out at 400ppi"	0		0	1
3870		1941_05				Daily Pennsylvanian			84								9/23/2014	Craig Taylor	10/1/2014	KL				"KL 7/29/2015:  unprocessed TIFF files were in completed folder under 1941_05/Capture; I processed them and put them in smallfixes completed_x000D_
_x000D_
needs to be processed, no files available to view - JAD 6/12/2015_x000D_
_x000D_
Location:/Volumes/dailypennsylvanian/Sessions/DP1941/1941_05_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/23/2014): now re-shot. Please process out at 400ppi"	0		0	1
3871		1941_09				Daily Pennsylvanian			50								9/25/2014	Craig Taylor	10/1/2014	KL				"Location:/Volumes/dailypennsylvanian/Sessions/DP1941/1941_09_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/25/2014): now re-shot. Please process out at 400ppi"	0		0	1
3872		1941_10				Daily Pennsylvanian			100								12/31/1899		9/19/2014	KL				Location:/Volumes/comet/1941_10_ | PDF Created:N	0		0	1
3873		1941_11				Daily Pennsylvanian			82								12/31/1899		9/19/2014	KL				Location:/Volumes/comet/1941_11_ | PDF Created:N	0		0	1
3874		1941_12				Daily Pennsylvanian			54								9/25/2014	Craig Taylor	10/1/2014	KL				"KL 7/21/2015:  missing items were found and cropped_x000D_
_x000D_
missing 1941_12_11_0003 and 1941_12_11_0004_x000D_
missing Vol. 57 no. 60 - no.63 - JAD 6/12/2015_x000D_
_x000D_
Location:/Volumes/dailypennsylvanian/Sessions/DP1941/1941_12_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/25/2014): now re-shot. Please process out at 400ppi"	0		0	1
3875		1942_01				Daily Pennsylvanian			28								9/25/2014	Craig Taylor	9/25/2014	KL				"KL 7/29/2015:  recropped_x000D_
_x000D_
recrop 1942_01_16_0004 - JAD 6/12/2015_x000D_
_x000D_
Location:/Volumes/dailypennsylvanian/Sessions/DP1942/1942_01_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/25/2014): now re-shot. Please process out at 400ppi and @ 127% - thanks."	0		0	1
3876		1942_02				Daily Pennsylvanian			82								9/25/2014	Craig Taylor	9/26/2014	KL				"Location:/Volumes/comet/1942_02_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/25/2014): now re-shot. Please process out at 400ppi and @ 127% - thanks."	0		0	1
3877		1942_03				Daily Pennsylvanian			90								12/31/1899		9/22/2014	KL				Location:/Volumes/comet/1942_03_ | PDF Created:N	0		0	1
3878		1942_04				Daily Pennsylvanian			78								9/25/2014	Craig Taylor	9/26/2014	KL				"Location:/Volumes/dailypennsylvanian/Sessions/DP1942/1942_04_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/25/2014): now re-shot. Please process out at 400ppi and @ 127% - thanks."	0		0	1
3879		1942_05				Daily Pennsylvanian			52								9/25/2014	Craig Taylor	9/26/2014	KL				"Location:/Volumes/dailypennsylvanian/Sessions/DP1942/1942_05_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor_x000D_
_x000D_
CT(9/25/2014): now re-shot. Please process out at 400ppi and @ 127% - thanks."	0		0	1
3880		1942_09				Daily Pennsylvanian			22								9/3/2014	CL	10/6/2014	em				"Location:/Volumes/dailypennsylvanian/Sessions/DP1942/1942_09_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3881		1942_10				Daily Pennsylvanian			82								9/3/2014	CL	10/6/2014	EM				"missing 1942_10_16_0001, 1942_10_16_0003, 1942_10_16_0004, 1942_10_26_0001, 1942_10_26_0002, 1942_10_26_0003, 1942_10_26_0004 - JAD 10/31/2016_x000D_
_x000D_
KL 7/21/2015: missing page found and cropped_x000D_
_x000D_
missing 1942_10_16_0002 - JAD 6/11/2015_x000D_
_x000D_
Location:/Volumes/dailypennsylvanian/Sessions/DP1942/1942_10_ | PDF Created:N_x000D_
_x000D_
***_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3882		1942_11				Daily Pennsylvanian			81								9/3/2014	CL	10/6/2014	EM				"Location:/Volumes/dailypennsylvanian/Sessions/DP1942/1942_11_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3883		1942_12				Daily Pennsylvanian			54								9/3/2014	CL	10/6/2014	EM				"recrop 1942_12_09_0001; missing 1942_12_11_0001 - JAD 6/11/2015_x000D_
_x000D_
Location:/Volumes/comet/1942_12_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3884		1943_01				Daily Pennsylvanian			38								9/3/2014	CL	10/6/2014	EM				"KL 7/21/2015:  missing files found and cropped; renamed session files that started with 1942_x000D_
_x000D_
missing 1943_01_07_0004 (wrong image there) and 1943_01_15_0009, rename session files startgin with 1942 to 1943  - JAD 6/11/2015_x000D_
_x000D_
Location:/Volumes/dailypennsylvanian/Sessions/DP1943/1943_01_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3885		1943_02				Daily Pennsylvanian			64								9/3/2014	CL	10/6/2014	EM				"Location:/Volumes/dailypennsylvanian/Sessions/DP1943/1943_02_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3886		1943_03				Daily Pennsylvanian			72								9/4/2014	CL	10/6/2014	EM				"recrop 1943_03_18_0002; missing 1943_03_30_0002 and 1943_03_30_0003 - JAD 6/11/2015_x000D_
_x000D_
Location:/Volumes/dailypennsylvanian/Sessions/DP1943/1943_03_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3887		1943_04				Daily Pennsylvanian			66								9/4/2014	CL	10/29/2014	EM				"Location:/Volumes/dailypennsylvanian/Sessions/DP1943/1943_04_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3888		1943_05				Daily Pennsylvanian			39								9/4/2014	CL	10/6/2014	EM				"Location:/Volumes/dailypennsylvanian/Sessions/DP1943/1943_05_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because of dust in censor"	0		0	1
3889		1943_bulletin_09				Daily Pennsylvanian			21															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1943_bulletin_09 | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
all versos are missing from first imaging_x000D_
_x000D_
No Paper"	1		0	0
3890		1943_bulletin_10				Daily Pennsylvanian			13															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1943_bulletin_10 | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3891		1943_bulletin_11				Daily Pennsylvanian			20															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1943_bulletin_11 | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3892		1943_bulletin_12				Daily Pennsylvanian			17															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1943_bulletin_12_ | PDF Created:N_x000D_
_x000D_
3. CT (10/16/2014): please check microfilm._x000D_
_x000D_
2. No Paper_x000D_
_x000D_
1. needs to be reshot because there was dust on the censor"	1		0	0
3893		1944_bulletin_01				Daily Pennsylvanian			20															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_01_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3894		1944_bulletin_02				Daily Pennsylvanian			12															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_02_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3895		1944_bulletin_03				Daily Pennsylvanian			18															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_03_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3896		1944_bulletin_04				Daily Pennsylvanian			15															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_04_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3897		1944_bulletin_05				Daily Pennsylvanian			26															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_05_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3898		1944_bulletin_06				Daily Pennsylvanian			8															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_06_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3899		1944_bulletin_07				Daily Pennsylvanian			15															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_07_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3900		1944_bulletin_08				Daily Pennsylvanian			8															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_08_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3901		1944_bulletin_09				Daily Pennsylvanian			13															"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1944_bulletin_09_ | PDF Created:N_x000D_
_x000D_
needs to be reshot because there was dust on the censor_x000D_
_x000D_
No Paper"	1		0	0
3902		1945_11				Daily Pennsylvanian			6								12/31/1899		8/13/2014	KL				Location:/Volumes/dailypennsylvanian/Sessions/1945_11_ | PDF Created:N	0		0	1
3903		1945_12				Daily Pennsylvanian			18								12/31/1899		8/13/2014	KL				Location:/Volumes/dailypennsylvanian/Sessions/1945_12_ | PDF Created:N	0		0	1
3904		1946_01				Daily Pennsylvanian			30								12/31/1899		8/13/2014	KL				Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1946_01_ | PDF Created:N	0		0	1
3905		1946_02				Daily Pennsylvanian			15								12/31/1899		9/22/2014	KL				"missing 1946_02_13_0001 - JAD 6/11/2015_x000D_
_x000D_
Location:/Volumes/comet/1946_02_ | PDF Created:N_x000D_
_x000D_
1946_02_13_0001 needs to be photographed, is corrupt_x000D_
_x000D_
1940_02_19_0004 is in this folder"	0		0	1
3906		1946_03				Daily Pennsylvanian			26								12/31/1899		8/13/2014	KL				Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1946_03_ | PDF Created:N	0		0	1
3907		1946_04				Daily Pennsylvanian			24								12/31/1899		8/13/2014	KL				"Location:/Volumes/dailypennsylvanian/Sessions/To Aggregate/1946_04_ | PDF Created:N_x000D_
_x000D_
***_x000D_
_x000D_
1946_04_03_0002 and _0004 are misprinted with April 1st date"	0		0	1
5214		Ms. Coll. 390, Item 703	6078482	4/14/2015		Indic			43		4/14/2015	CL	6/16/2015	JAD			4/22/2015	Craig	6/5/2015	EM				CT(4/22/15): please process out at 550ppi and @ 100%.	0		0	1
5215		Ms. Coll. 390, Item 704	6078486	4/14/2015		Indic			14		4/14/2015	CL	5/26/2015	JAD			4/22/2015	Craig	4/24/2015	EM				CT(4/22/15): please process out at 550ppi and @ 100%.	0		0	1
5216		Ms. Coll. 390, Item 706	6078852	4/14/2015		Indic			6		4/14/2015	CL	5/19/2015	JAD			4/24/2015	Craig	5/6/2015	KVH				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5217		Ms. Coll. 390, Item 707	6078495			Indic			3		4/21/2015	CT	5/19/2015	JAD			4/29/2015	Craig	5/6/2015	KVH			CT(4/29/15): in mylar.	CT(4/29/15): please process out at 550ppi and @ 100%.	0		0	1
5218		Ms. Coll. 390, Item 708	6078504	4/14/2015		Indic			5		4/14/2015	CL	5/19/2015	JAD			4/24/2015	Craig	5/6/2015	KVH				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5219		Ms. Coll. 390, Item 709	6078501	4/14/2015		Indic			14		4/14/2015	CL	5/19/2015	JAD			4/24/2015	Craig	5/6/2015	KVH				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5220		Ms. Coll. 390, Item 71 (Part 2)	5131824			Indic			27		1/27/2015	IB	3/24/2015	JAD			2/6/2015	Craig Taylor	2/9/2015	RW				CT(2/6/15): Please process out at 550ppi and @ 100%.	0		0	1
5221		Ms. Coll. 390, Item 710	6078512			Indic																			0		0	0
5222		Ms. Coll. 390, Item 711	6206323	4/14/2015		Indic			58		4/14/2015	CL	5/26/2015	JAD			4/24/2015	Craig	5/6/2015	KVH				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5223		Ms. Coll. 390, Item 712	6206324	4/14/2015		Indic			58		4/14/2015	CL	5/26/2015	JAD			4/24/2015	Craig	5/6/2015	KVH			CT(4/24/15): conservation required.	CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5224		Ms. Coll. 390, Item 713	6210296	4/14/2015		Indic			6		4/14/2015	CL	5/19/2015	JAD			4/24/2015	Craig	5/1/2015	EM			CT(4/24/15): conservation required.	CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5225		Ms. Coll. 390, Item 714	3432008	4/14/2015		Indic			9		4/14/2015	CL	6/30/2015	MSC			4/24/2015	Craig	6/11/2015	RW				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5226		Ms. Coll. 390, Item 715	6206717	4/14/2015		Indic			30		4/14/2015	CL	5/26/2015	JAD			4/24/2015	Craig	5/1/2015	EM				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5227		Ms. Coll. 390, Item 716	6206325	4/14/2015		Indic			7		4/14/2015	CL	5/19/2015	JAD			4/24/2015	Craig	5/1/2015	EM				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5228		Ms. Coll. 390, Item 717	6206326	4/14/2015		Indic			5		4/14/2015	CL	6/16/2015	JAD			4/24/2015	Craig	6/5/2015	EM				CT(4/24/15): please process out at 550ppi and @ 100%.	0		0	1
5229		Ms. Coll. 390, Item 718	6206327	4/14/2015		Indic			44		4/14/2015	CL	1/19/2016	MJC			8/20/2015	Craig	12/3/2015	Craig				"CT(12/4/15): all images now appearing._x000D_
_x000D_
CT(12/3/15): Completed folder contained files for item 897.  The version of item 718 displaying on the dev site is missing body0040 - 43.  Reprocessed and networked._x000D_
_x000D_
09/17/2015 EM: Items are over exposed_x000D_
_x000D_
CT(8/20/15): please process out at 450 ppi and @ 100 %."	0		0	0
5230		Ms. Coll. 390, Item 719	6210496	4/14/2015		Indic			7		4/14/2015	CL	5/19/2015	JAD			4/22/2015	Craig	4/24/2015	EM				CT(4/22/15): please process out at 550ppi and @ 100%.	0		0	1
5231		Ms. Coll. 390, Item 72	5148080			Indic			4		1/27/2015	IB	3/24/2015	JAD			2/6/2015	Craig Taylor	2/9/2015	RW				CT(2/6/15): Please process out at 550ppi and @ 100%.	0		0	1
5232		Ms. Coll. 390, Item 720	6210926	4/14/2015		Indic			7		4/14/2015	CL	5/19/2015	JAD			4/22/2015	Craig	4/24/2015	EM				CT(4/22/15): please process out at 550ppi and @ 100%.	0		0	1
6736	7/22/2015	Ms. Coll. 390, Item 1378	6409247	11/17/2015		Indic			6		11/17/2015	MO	1/5/2016	JAD			11/18/2015	Craig	12/23/2015	Craig				CT(11/18/15): please process out at 600ppi and @ 100 %.	0		0	0
6737	7/22/2015	Ms. Coll. 390, Item 1379	6406424	11/17/2015		Indic			8		11/17/2015	MO	1/5/2016	JAD			11/18/2015	Craig	12/23/2015	Craig				CT(11/18/15): please process out at 600ppi and @ 100 %.	0		0	0
6738	7/22/2015	Ms. Coll. 390, Item 1380	3430708			Indic			11																0		0	0
6739	7/22/2015	Ms. Coll. 390, Item 1381	6406553	11/17/2015		Indic			5		11/17/2015	MO	1/5/2016	JAD			11/18/2015	Craig	12/23/2015	Craig				CT(11/18/15): please process out at 600ppi and @ 100 %.	0		0	0
6740	7/22/2015	Ms. Coll. 390, Item 1382	6406555			Indic			3																0		0	0
6741	7/22/2015	Ms. Coll. 390, Item 1383	6406561	10/6/2015		Indic			12		10/6/2015	MO	1/19/2016	JAD			10/6/2015	Craig	12/4/2015	Craig				"CT(12/4/15): no folder for this item in Completed / Indic. Reprocessed and networked._x000D_
_x000D_
(11.02.2015) EM: Items are not appearing on devdla site. _x000D_
CT(10/06/15): please process out at 550 ppi and @ 100 %."	0		0	0
6742	7/22/2015	Ms. Coll. 390, Item 1384	6409251	10/6/2015		Indic			9		10/6/2015	MO	11/10/2015	JAD			10/6/2015	Craig	10/9/2015	EM				CT(10/06/15): please process out at 550 ppi and @ 100 %.	0		0	1
6743	7/22/2015	Ms. Coll. 390, Item 1386	6406573	10/6/2015		Indic			10		10/6/2015	MO	11/10/2015	JAD			10/6/2015	Craig	10/9/2015	EM				CT(10/06/15): please process out at 550 ppi and @ 100 %.	0		0	1
6744	7/22/2015	Ms. Coll. 390, Item 1387	6406577	10/6/2015		Indic			6		10/6/2015	MO	11/10/2015	JAD			10/6/2015	Craig	10/9/2015	EM				CT(10/06/15): please process out at 550 ppi and @ 100 %.	0		0	1
6745	7/22/2015	Ms. Coll. 390, Item 1388	6406587	10/6/2015		Indic			13		10/6/2015	MO	11/10/2015	JAD			10/6/2015	Craig	10/9/2015	EM				CT(10/06/15): please process out at 550 ppi and @ 100 %.	0		0	1
6746	7/22/2015	Ms. Coll. 390, Item 139	6219558			Indic			140																0		0	0
6747	7/22/2015	Ms. Coll. 390, Item 1390	6406740	10/6/2015		Indic			8		10/6/2015	MO	11/10/2015	JAD			10/6/2015	Craig	10/9/2015	EM				CT(10/06/15): please process out at 550 ppi and @ 100 %.	0		0	1
6748	7/22/2015	Ms. Coll. 390, Item 1391	6406746	10/6/2015		Indic			4		10/6/2015	MO	11/10/2015	JAD			10/6/2015	Craig	10/9/2015	EM				CT(10/06/15): please process out at 550 ppi and @ 100 %.	0		0	1
6749	7/22/2015	Ms. Coll. 390, Item 1392	6408737	10/6/2015		Indic			15		10/6/2015	MO	11/10/2015	JAD			10/6/2015	Craig	10/9/2015	EM				CT(10/06/15): please process out at 550 ppi and @ 100 %.	0		0	1
6750	7/22/2015	Ms. Coll. 390, Item 1393	6409254	9/15/2015		Indic			17		9/15/2015	MO	11/10/2015	JAD			9/22/2015	Craig	10/9/2015	EM				CT(9/22/15): please process out at 550 ppi and @ 100 %.	0		0	1
6751	7/22/2015	Ms. Coll. 390, Item 1394	6408740	9/15/2015		Indic			15		9/15/2015	MO	11/10/2015	JAD			9/22/2015	Craig	10/9/2015	EM				CT(9/22/15): please process out at 550 ppi and @ 100 %.	0		0	1
6752	7/22/2015	Ms. Coll. 390, Item 1395	6408743	9/15/2015		Indic			7		9/15/2015	MO	11/10/2015	JAD			9/22/2015	Craig	10/9/2015	EM				CT(9/22/15): please process out at 550 ppi and @ 100 %.	0		0	1
6753	7/22/2015	Ms. Coll. 390, Item 1396	6408745	9/15/2015		Indic			29		9/15/2015	MO	11/10/2015	JAD			9/22/2015	Craig	10/9/2015	EM				CT(9/22/15): please process out at 550 ppi and @ 100 %.	0		0	1
6754	7/22/2015	Ms. Coll. 390, Item 1397	6408748	10/27/2015		Indic			4		10/27/2015	MO	1/19/2016	JAD			11/3/2015	Craig	11/5/2015	EM				"CT(12/4/15): seems fine._x000D_
_x000D_
CT(11/3/15): please process out at 600ppi and @ 100 %."	0		0	0
6755	7/22/2015	Ms. Coll. 390, Item 1398	6412921	10/27/2015		Indic			10		10/27/2015	MO	1/19/2016	JAD			11/3/2015	Craig	11/5/2015	EM				"CT(12/4/15): seems fine._x000D_
_x000D_
CT(11/3/15): please process out at 600ppi and @ 100 %."	0		0	0
6680	7/14/2015	BF892 .H63 1816		RBC	Loughridge, Deirdre	Patron Req	7/28/2015	53 and preceeding page, illustration 27	2	patron requests	7/15/2015	CL	7/21/2015	JAD	7/14/2015	TRH	7/20/2015	CL	7/20/2015	CL			delicate pages		0	0	0	0
5774		R 11 A5 V. 15	237762			Kaplan II			577		3/24/2015		10/28/2015	AK			4/13/2015	PJ	6/11/2015	EM					0		0	0
5775		R 11 A5 V. 16	237762			Kaplan II			558		3/24/2015		10/28/2015	AK										KL (5/20/2015): v.16 removed due to condition problems	1		0	0
5776		R 11 A5 V. 6	237762			Kaplan II			567		3/24/2015		10/28/2015	AK			4/6/2015	PJ	5/27/2015	KVH					0		0	0
5777		RA 651 A41 1809	6097394			Kaplan II			176		3/24/2015		10/28/2015	AK			4/15/2015	CL	6/9/2015	EM			Nearly detached front board.		0		0	0
5778		RC 211 N7 H28 1822	6105821			Kaplan II			130		3/24/2015		10/28/2015	AK									Detached boards.	KL (5/20/2015): removed due to condition problems	1		0	0
5862		Ms. Coll. 390, Item 1005	6298681	5/14/2015		Indic			79		5/14/2015	IB	6/10/2015	JAD			5/15/2015	Craig	5/18/2015	RW				"CT(5/13/15): please process out at 550ppi and @ 100%._x000D_
_x000D_
IB(6/5/2015): Fixed_x000D_
_x000D_
IB(5/21/2015): images not showing up on Dev site"	0		0	1
5863		Ms. Coll. 390, Item 1006	6298691	5/14/2015		Indic			111		5/14/2015	IB	6/16/2015	JAD			5/15/2015	Craig	5/18/2015	RW				"CT(5/13/15): please process out at 550ppi and @ 100%._x000D_
_x000D_
IB (6/15/2015): fixed_x000D_
_x000D_
IB(6/5/2015): recrop body0069-0070, body0111_x000D_
_x000D_
IB (5/21/2015): images not showing up on Dev site"	0		0	1
5864		Ms. Coll. 390, Item 1009	6298779	5/14/2015		Indic			124		5/14/2015	IB	6/30/2015	MSC			6/5/2015	AN	6/12/2015	RW					0		0	1
5865		Ms. Coll. 390, Item 1010	6299171	5/14/2015		Indic			45		5/14/2015	IB	6/30/2015	MSC			6/5/2015	AN	6/12/2015	RW					0		0	1
5866		Box 1				Sabato Morais			1085		5/18/2015	IB	6/26/2015	JG			6/1/2015	AN	6/26/2015	KL			AN SMBx1FF4_3 is extremely fragile.  Only the front and back were photographed.  Object is too fragile to photograph the interior.	"KL 6/25/2015:  please note that there is a two page spread for one item, which I named SMBx1FF19_10_1v2r as per Mick; also, the pages for SMBX1FF18_15 seem like 1r(right)1v(left)etc, unlike noted below, so I processed them as such -- I can change this if needed_x000D_
_x000D_
AN - SMBx1FF9_0_1v,2r (can not be photographed, pages are taped together),               SBX1FF18_3_1r (left)1v(right)2r(left)2v(right), SBX1FF18_15_1r(left)1v(right)2r(left)2v(right) SBX1FF19_5_2v (is the first written page for the letter)"	0		0	0
5901		Ms. Coll. 390, Item 929	6253342	5/19/2015		Indic			29		5/19/2015	IB	6/10/2015	JAD			5/22/2015	Craig	6/1/2015	KVH				CT(5/22/15): please process out at 550ppi and @ 100%.	0		0	1
5902		Ms. Coll. 390, Item 930	6259189	5/19/2015		Indic			49		5/19/2015	IB	6/10/2015	JAD			5/22/2015	Craig	6/1/2015	KVH				CT(5/22/15): please process out at 550ppi and @ 100%.	0		0	1
6264		1907 : Jan. 5- Nov. 2		New Yorker Echo		German American Newspapers																	"""Rotted Binding"""	Penn does not have	1		0	0
6265		1908 : Jan. 4- June 27		New Yorker Echo		German American Newspapers																	"""Rotted Binding"""	Penn does not have	1		0	0
6266		1908 : July 4- Dec. 26		New Yorker Echo		German American Newspapers																	"""Rotted Binding"""	Penn does not have	1		0	0
6267		1879 : Jan. 12- Dec. 28		Neue Welt		German American Newspapers			530								10/14/2015	PJ	12/3/2015	RW			Unbound		0		0	0
6268		1880-1881: July-July		Neue Welt		German American Newspapers			484								7/25/2017	PJ	8/23/2017	DJ			Unbound	Item was photographed and uploaded to network incorrectly. Will look for files on old hardrive. - PJ 3/23/2016	0		0	0
6269		1881 : Jan. I - Dec. 31		Neue Welt		German American Newspapers					5/19/2015												Unbound		0		0	0
7746	2/22/2016	Ms. Coll. 390, Item 1705	6843631	2/23/2016		Indic			53		2/23/2016	MO	7/5/2016	LA			5/26/2016	Craig	6/14/2016	Craig				"CT(5/26/2016): 500ppi / TIF / 100%._x000D_
_x000D_
Shoot manuscript first, wooden board second - JAD 2/22/2016"	0		0	1
7747	2/22/2016	Ms. Coll. 390, Item 1707	6843639	2/23/2016		Indic			24		2/23/2016	MO	3/1/2016	JAD			2/26/2016	Craig	2/26/2016	Craig				CT(2/26/2016): 600 ppi / 100%.	0		0	0
7748	2/22/2016	Ms. Coll. 390, Item 1638	6792034	2/23/2016		Indic			7		2/23/2016	MO	3/1/2016	JAD			2/26/2016	Craig	2/26/2016	Craig				"CT(2/26/2016): 600 ppi / 100%._x000D_
_x000D_
Shoot manuscript first, wood board second - JAD 2/22/2016"	0		0	0
7749	2/22/2016	Ms. Coll. 390, Item 1681	6831721	2/23/2016		Indic			29		2/23/2016	MO	6/14/2016	EM			3/18/2016	Craig	4/13/2016	Craig				CT(3/18/2016): 500ppi / TIF / 100%.	0		0	1
7750	2/22/2016	Ms. Coll. 390, Item 1682	6831737	2/23/2016		Indic			36		2/23/2016	MO	6/14/2016	EM			3/21/2016	Craig	4/12/2016	Craig			CT(3/21/2016): leaves brittle.	CT(3/21/2016): 500ppi / TIF / 100%.	0		0	1
7751	2/22/2016	Ms. Coll. 390, Item 1689	6831824	2/23/2016		Indic			12		2/23/2016	MO	6/14/2016	EM			3/18/2016	Craig	4/8/2016	Craig				CT(3/18/2016): 500ppi / TIF / 100%.	0		0	1
7752	2/22/2016	Ms. Coll. 390, Item 1685	6831780	2/23/2016		Indic			34		2/23/2016	MO	6/14/2016	EM			3/18/2016	Craig	4/14/2016	Craig				CT(3/18/2016): 500ppi / TIF / 100%.	0		0	1
7753	2/22/2016	Ms. Coll. 390, Item 1671	6825074	2/23/2016		Indic			6		2/23/2016	MO	3/22/2016	MO			3/17/2016	Craig	3/17/2016	Craig				CT(3/17/2016): 500ppi / TIF / 100%.	0		0	0
7754	2/22/2016	Ms. Coll. 390, Item 1651	6810830	2/23/2015		Indic			31		2/23/2016	MO					3/18/2016	Craig	4/14/2016	Craig				CT(3/18/2016): 500ppi / TIF / 100%.	0		0	1
7755	2/22/2016	Ms. Coll. 390, Item 1624	6860131	2/23/2016		Indic			30		2/23/2016	MO	6/14/2016	EM			5/25/2016	Craig	6/9/2016	Craig				"CT(5/25/2016): 500ppi / TIF / 100%._x000D_
_x000D_
Shoot manuscript first, wood board second - JAD 2/22/2016"	0		0	1
7756	2/22/2016	Ms. Coll. 390, Item 1597	6759955	2/23/2016		Indic			19		2/23/2016	MO	6/14/2016	EM			5/25/2016	Craig	6/9/2016	Craig				"CT(5/25/2016): 500ppi / TIF / 100%._x000D_
_x000D_
Shoot manuscript first, wooden board second - JAD 2/22/2016"	0		0	1
